HotelName,HotelAddress,HotelRating,ReviewDate,ReviewRating,ReviewTitle,ReviewText
노보텔 앰배서더 서울 용산,서울 용산구 청파로20길 95 서울드래곤시티,8.0,2021-2,8.0,메가바이트 메가버거 포장,"노보텔에 묵을때도 묵지않을때도 메가바이트커피를 좋아해서 자주갑니다.메가버거도 좋아하고요.
프란양복입고 아주 활기차고 친절한 남직원님의 기분 좋은 서비스는 정말 최고입니다.

메가버거 포장은 처음해봤는데
호텔방에 와선 깜짝 놀랐습니다.

업장에서 먹을땐 피클에 케찹에 아주맛나는 두꺼운 감자칩도 주셨는데 포장을 열어보니 덜렁 버거만 있어서 혹시 실수가있었나 전화를 해보았는데 포장엔 버거만 있는게 맞다고합니다

코로나19때문에라도 포장을 선호했는데
배달도 아니고 본인이직접가서 픽업하는데
케찹 피클은커녕 감자칩같은 구성이 빠진다는게 좀 이해가 안되었습니다만 일단은 맛있게 잘 먹었습니다.

메가버거는 언제나 맛있으니까요.
다음부턴 포장은 안하고 혼자라도 꼭 가서
좋은서비스받으며 먹겠다고 생각했습니다."
노보텔 앰배서더 서울 용산,서울 용산구 청파로20길 95 서울드래곤시티,8.0,2020-12,10.0,오랜만에 왔는데 괜찮게 묵었습니다,"전번 리뷰에서는 맘에안드는점이 너무 많아서 혹평을 쏟아놨었는데요
이번에 크리스마스 이브 직전에 다녀왔는데, 정말 괜찮아서 5점 드립니다.

연말연시 시즌이라 이렇게 해주는건지, 아니면 정말 제대로 개선이 된건지는, 조만간 한번 더 가본 뒤 평가하겠습니다.

메가바이트에서 축소운영하던 이그제큐티브라운지가 12월 18일부터 운영이 재개되었습니다.

코로나로 인해 피트니스, 수영장, 사우나는 여전히 폐쇄상태였지만, 라운지가 운영되고있다는 것만으로도 꽤 유의미한 가점을 줄 수 있었습니다.

로비를 포함한 호텔 내부시설과 룸 컨디션은 말 할 필요도 없이 훌륭했습니다.
예전부터 노보텔이 저에게 실망을 줬던건, 접객이나,기타 사소한 문제에서 였지, 룸 컨디션을 포함한 하드웨어가 절 실망시킨적은 거의 없었고요

운영을 재개한 라운지는 오픈빨인지, 계속 이렇게 운영을 해줄지는 모르겠지만
메뉴에 힘을 꽉 준 상태로, 모든 음식이 맛있었습니다.
경치는 더할 나위 없었고요.

그 외에 처음으로 스카이킹덤을 이용해봤는데, 코로나 때문에 고객이 적어서 그런지
예전같았으면 별도 매출보장을 요구하던 창가쪽 좌석도 추가 차지 없이 이용할 수 있었습니다.

가격도 나름 괜찮고 좋은 기억이었네요

이정도만 계속 유지해주면, 지속적으로 5점을 줄 수 있을 것 같습니다

한가지 개선을 했으면 좋겠다고 생각했던 부분은 조식인데요

코로나로 인해 조식뷔페가 약간 축소운영되는 느낌을 여전히 받았고

한식은 역대급으로 맛있었으나, 기타 양식부분이 부족한 느낌을 받았습니다.

특히 에그스테이션에 젊은분이 계셔서 그런지, 오믈렛을 주문할 때 들어가는 재료에 대한 선택권이 없고, 실력이 별로였습니다. 주는대로 먹어야했어요

화이트오믈렛까지는 요구하지 않겠습니다만, 치즈나 기타 재료를 추가하거나 뺄 수 있게 해줬으면 좋겠고, 셰프님을 좀 더 시니어분으로 배치하는게 다른 고객들도 만족할 수 있지 않을까 싶네요

코로나가 끝나고 여행이 자유롭게 되면 관광객 수요 맞추려고 어련히 잘하겠습니까마는, 평소에 잘해야 호텔 이미지가 좋지 않겠습니까.

신년에 또 예약해놨으니 그때 뵙겠습니다."
노보텔 앰배서더 서울 용산,서울 용산구 청파로20길 95 서울드래곤시티,8.0,2021-2,10.0,기분좋은 호캉스,"36시간 패키지로 알차게 잘 놀다 왔어요!
침대 머리 위에 콘센트가 있어서 편했어요!
화장실도 변기와 샤워실이 분리되어있어 좋았구요!
다음에도 또 방문 할게요!"
노보텔 앰배서더 서울 용산,서울 용산구 청파로20길 95 서울드래곤시티,8.0,2021-2,10.0,즐거운 휴가,"태풍 때문에 휴가가 어그러져 호캉스라도 즐기고자 왔어요.
내부 시설을 이용하지 못하는 기간에 방문해서 너무나 아쉽지만 상당히 만족스러운 룸컨디션입니다. 인터넷으로 다른분들이 후기 올린 사진보다 실물이 훨씬 예쁜듯ㅋㅋ 다음에는 더 좋은 룸으로 예약 하려구요 그 때는 수영장과 사우나 헬스장 다 이용할 수 있기를 바라며!"
노보텔 앰배서더 서울 용산,서울 용산구 청파로20길 95 서울드래곤시티,8.0,2021-2,2.0,호탤 내 많은 직원들의 응대가 심각하게 불쾌한 곳입니다.,"플래티넘 회원으로 룸은 업그레이드 받았습니다. 거기까지만 무난

체크아웃도 하기 전에 리뷰남기는건 처음이네요.

COVID19 핑계로 사우나는 운영해도 라운지는 운영하지 않습니다.
비정상이면 메일이나 하나 남겨주던가요?

메가바이트와 푸드익스체인지의 직원은 최악의 서비스 태도를 보입니다.

투명인간 된줄.. 음료 한잔 요청 하려 해도 찾아가서 구걸하듯 해야 하고 그나마도 바쁘다고 화내고..
장사를 하지 말던가?

눈 마주치면 도망가고 .. 김밥천국 직원들이 더 서비스마인드 있는듯..
말 걸기가 무서울 정도...
방에 있다가 시간되면 조용히 나가라는것 같습니다.

호텔 내에서는 CU 편의점이 가장 친절한 수준입니다.

이 호텔을 다시 방문할 가능성은 없을것 같습니다."
노보텔 앰배서더 서울 용산,서울 용산구 청파로20길 95 서울드래곤시티,8.0,2021-2,4.0,그냥저냥 한숨만,"기존에 박당 25만원 내고 머물렀을때보다
11만원 주고 머문 이번이 만족도가 더 낮네요

1. 체크인시 직원태도
건방져요
입장시 열 측정하는 직원들 태도부터 강압적인게 맘에안들었고요

압권은 체크인하는 직원분 태도였어요
팔꿈치 테이블에 괴고 자세 숙여서 깔짝깔짝거리는게 어이가없더라고요

내가 동네음식점에 계산하러온건지
이름만 알았으면 여기 썼을텐데요

3월 26일이 생일이어서 주말인 3월 29일에 예약했었다가 코로나 환자 발생했다그래서 강제취소 됐었어요

그것때문에 가뜩이나 짜증나는거 4월 12일 한번 더 예약했더니 이따위 대접이라 체크인부터 기분 더러웠습니다

2. 이동 엄청나게 불편함
코로나때문에 정문빼고 다막아놨어요
역에서 직통으로 연결된게 노보텔 용산의 메리트중 하나인데
직통안되고 무조건 밖으로 나갔다와야하니 엄청 불편하더라구요

3. 조식 별로임
예약전 전화해서 조식 축소운영하냐고 물어보자, 정상운영한다고 답변받았는데
세미뷔페까진 아닐지언정 기존 방문에 비해 어딘가 엉성함을 지울 수 없더라고요

어떻게된게 메뉴에 스프도없고(세상에..)
미역국에는 국자도 안갖다놔서 요청하고..
코로나때문이라지만 정말 서비스 엉성했어요

그외에도 이것저것
화장실 비데에 중국어랑 영어만 써있는게 어처구니가 없었습니다
여긴 한국인데 비데는 한자랑 영어만 써있어서 둘다 모르는 노인분들은 그냥 그림만 보고 써야겠더라구요 ^^ 이게 5성급의 품격인지

그리고 노보텔 웰컴드링크는 메뉴가 참 적더라고요
칵테일,커피 메뉴도 한정적이고
맥주도 허접한 국산맥주

이비스스타일 웰컴드링크는 주류를 못고를지언정, 티종류를 여러개 고를 수 있게 해주던데, 차라리 이게 나았어요
노보텔은 티종류도 못고르고
커피도 고작 아메리카노 카페라떼수준

이시국이라 정말 싸서 예약한건데
싼덴 이유가 있더라고요
수영장도 사우나도 이용못하고

아코르 골드멤버라서 업그레이드 받을 수 있는데 디럭스룸이랑 슈페리어룸 차이는 사우나 이용가능여부 뿐이잖아요
근데 사우나 수영장 폐쇄면 슈페리어룸이랑 디럭스룸이랑 왜나눠놔요?
뭐 다른 혜택이라도 줘야하는거 아닌가?

체크아웃시까지도 개판이었어요
포인트 4천 사용하려는데 한 20분 이것저것 만지작거리더니
죄송한데 2천포인트밖에 사용이 안된다고
금액이 부족한것도 아닌데 왜 사용이 안된건지 모르겠는데
정말 기분 잡치고 간 하루였습니다

생일기념이란 말이 무색했어요
생일 지났다고 꼽주는건지 원"
노보텔 앰배서더 서울 용산,서울 용산구 청파로20길 95 서울드래곤시티,8.0,2021-2,10.0,아주 좋아요!,"직원분들이 정말정말 친절했습니다.
용산역과 연결되어 전철 이용이 편리하고,
아이파크몰, 이마트 이용이 편리합니다.
어머니를 위해 휠체어도 대여해서 사용했는데 아주 깨끗했고,
호텔내 이동 편리했습니다."
노보텔 앰배서더 서울 용산,서울 용산구 청파로20길 95 서울드래곤시티,8.0,2021-2,10.0,luv 캉스 다녀왔어요.,아주 깔끔하고 전망좋은 곳에서 쉬다가 왔습니다. 용산이라는 위치가 장거리 연애하는 사람들에게 딱인것같아요. 주변에 이마트가 있어서 편리하게 이용할 수도 있는점 아주 칭찬합니다.
노보텔 앰배서더 서울 용산,서울 용산구 청파로20길 95 서울드래곤시티,8.0,2019-10,10.0,모든 것이 완벽했던 가족휴가♡,"부모님 결혼30주년 기념으로 가족끼리 호캉스 다녀왔어요~! 언니가 결혼해서 언니네식구 랑 저희부모님 저 그리고 남동생 총 어른6명 애기1명이 너무 즐거운 시간 보내고 온 것 같아요!! 노보텔23층2개 노보텔스위트37층1층 예약했는데, 예약시 전화 직원도 너무 친절햇구요!!
아기침대 요청해서 침대 넣어주셨는데 갖다 주신분도 너무 친절하셨어요! 호텔에서 자는 기회가 흔치 않은데, 객실너무 깨끗하고 복도에서 만나는 메이드마다 인사를 너무 잘해주셨어요!
한국에도 이런 호텔이 있구나 싶더라구요!!
객실뷰, 객실 청결 진짜 너무너무 좋았어요!!! 진짜 어디가도 이런 하우스키핑은 처음인 것 같아요!!!
직원분들이 친절하셔서, 같이 친절하게 말하게 되는 것 같았어요. 뭔가 한민족같은 느낌이랄까? :)
다음에 또 재방문 하고 싶은! 너무나도 즐겁고 행복한 1박2일 이였습니다♡"
노보텔 앰배서더 서울 용산,서울 용산구 청파로20길 95 서울드래곤시티,8.0,2019-10,6.0,10.4~10.6 방문,"일반룸

장점
보통호텔보다 훨씬 넓음
어메니티 노보텔 공정무역 쓰레기 아니고 옥시젠이라는 듣도보도못한 어메니티 줬는데
노보텔 어메니티보단 나았음

위치 적당함

레스토랑 많아서 골라먹기 좋음

단점
조식메뉴종류가적음
이러면 옆에 인스타일가는게 낫지 않을까?
그래도 동대문 노보텔보단 훨씬나음. 거긴 메뉴부터 동선까지 모조리 쓰레기

스카이킹덤 입장료 5만원 좀 많이 띠꺼움

아코르멤버 전용 카운터에 암도 없었음
옆에서 신입같아보이는 한면 멀뚱거리고
체크인 체크아웃 다 줄서서했음

실버인데
웰컴드링크도 안줌
뭘위한 티어냐"
